,medal_type,medal_code,medal_date,athlete_short_name,athlete_name,country_code,discipline_code
1565,Bronze Medal,3,2021-08-06 00:00:00.0,FELIX A,FELIX Allyson,USA,ATH
1566,Gold Medal,1,2021-08-06 00:00:00.0,LIU S,LIU Shiying,CHN,ATH
1567,Silver Medal,2,2021-08-06 00:00:00.0,ANDREJCZYK M,ANDREJCZYK Maria,POL,ATH
1568,Bronze Medal,3,2021-08-06 00:00:00.0,BARBER KL,BARBER Kelsey-Lee,AUS,ATH
1569,Gold Medal,1,2021-08-06 00:00:00.0,KLINEMAN A,KLINEMAN Alix,USA,VBV
1570,Gold Medal,1,2021-08-06 00:00:00.0,ROSS A,ROSS April,USA,VBV
1571,Silver Medal,2,2021-08-06 00:00:00.0,CLANCY T,CLANCY Taliqua,AUS,VBV
1572,Silver Medal,2,2021-08-06 00:00:00.0,ARTACHO del SOLAR,ARTACHO del SOLAR Mariafe,AUS,VBV
1573,Bronze Medal,3,2021-08-06 00:00:00.0,HEIDRICH J,HEIDRICH Joana,SUI,VBV
1574,Bronze Medal,3,2021-08-06 00:00:00.0,VERGE-DEPRE A,VERGE-DEPRE Anouk,SUI,VBV
1575,Gold Medal,1,2021-08-06 00:00:00.0,la CRUZ J,la CRUZ Julio,CUB,BOX
1576,Silver Medal,2,2021-08-06 00:00:00.0,GADZHIMAGOMEDOV M,GADZHIMAGOMEDOV Muslim,ROC,BOX
1577,Bronze Medal,3,2021-08-06 00:00:00.0,GARSIDE H,GARSIDE Harry,AUS,BOX
1578,Bronze Medal,3,2021-08-06 00:00:00.0,BACHKOV H,BACHKOV Hovhannes,ARM,BOX
1579,Bronze Medal,3,2021-08-06 00:00:00.0,FONTIJN N,FONTIJN Nouchka,NED,BOX
1580,Bronze Medal,3,2021-08-06 00:00:00.0,MAGOMEDALIEVA Z,MAGOMEDALIEVA Zenfira,ROC,BOX
1581,Gold Medal,1,2021-08-06 00:00:00.0,LAVREYSEN H,LAVREYSEN Harrie,NED,CTR
1582,Silver Medal,2,2021-08-06 00:00:00.0,HOOGLAND J,HOOGLAND Jeffrey,NED,CTR
1583,Bronze Medal,3,2021-08-06 00:00:00.0,CARLIN J,CARLIN Jack,GBR,CTR
1584,Gold Medal,1,2021-08-06 00:00:00.0,ARCHIBALD K,ARCHIBALD Katie,GBR,CTR
1585,Gold Medal,1,2021-08-06 00:00:00.0,KENNY L,KENNY Laura,GBR,CTR
1586,Silver Medal,2,2021-08-06 00:00:00.0,DIDERIKSEN A,DIDERIKSEN Amalie,DEN,CTR
1587,Silver Medal,2,2021-08-06 00:00:00.0,LETH J,LETH Julie,DEN,CTR
1588,Bronze Medal,3,2021-08-06 00:00:00.0,NOVOLODSKAIA M,NOVOLODSKAIA Mariia,ROC,CTR
1589,Bronze Medal,3,2021-08-06 00:00:00.0,KHATUNTSEVA G,KHATUNTSEVA Gulnaz,ROC,CTR
1590,Gold Medal,1,2021-08-06 00:00:00.0,BECKIE J,BECKIE Janine,CAN,FBL
1591,Gold Medal,1,2021-08-06 00:00:00.0,BUCHANAN K,BUCHANAN Kadeisha,CAN,FBL
1592,Gold Medal,1,2021-08-06 00:00:00.0,CARLE G,CARLE Gabrielle,CAN,FBL
1593,Gold Medal,1,2021-08-06 00:00:00.0,CHAPMAN A,CHAPMAN Allysha,CAN,FBL
1594,Gold Medal,1,2021-08-06 00:00:00.0,FLEMING J,FLEMING Jessie,CAN,FBL
1595,Gold Medal,1,2021-08-06 00:00:00.0,GILLES V,GILLES Vanessa,CAN,FBL
1596,Gold Medal,1,2021-08-06 00:00:00.0,GROSSO J,GROSSO Julia,CAN,FBL
1597,Gold Medal,1,2021-08-06 00:00:00.0,HUITEMA J,HUITEMA Jordyn,CAN,FBL
1598,Gold Medal,1,2021-08-06 00:00:00.0,LABBE S,LABBE Stephanie,CAN,FBL
1599,Gold Medal,1,2021-08-06 00:00:00.0,LAWRENCE A,LAWRENCE Ashley,CAN,FBL
1600,Gold Medal,1,2021-08-06 00:00:00.0,LEON A,LEON Adriana,CAN,FBL
1601,Gold Medal,1,2021-08-06 00:00:00.0,McLEOD E,McLEOD Erin,CAN,FBL
1602,Gold Medal,1,2021-08-06 00:00:00.0,PRINCE N,PRINCE Nichelle,CAN,FBL
1603,Gold Medal,1,2021-08-06 00:00:00.0,QUINN,QUINN,CAN,FBL
1604,Gold Medal,1,2021-08-06 00:00:00.0,RIVIERE J,RIVIERE Jayde,CAN,FBL
1605,Gold Medal,1,2021-08-06 00:00:00.0,ROSE D,ROSE Deanne,CAN,FBL
1606,Gold Medal,1,2021-08-06 00:00:00.0,SCHMIDT S,SCHMIDT Sophie,CAN,FBL
1607,Gold Medal,1,2021-08-06 00:00:00.0,SCOTT D,SCOTT Desiree,CAN,FBL
1608,Gold Medal,1,2021-08-06 00:00:00.0,SHERIDAN K,SHERIDAN Kailen,CAN,FBL
1609,Gold Medal,1,2021-08-06 00:00:00.0,SINCLAIR C,SINCLAIR Christine,CAN,FBL
1610,Gold Medal,1,2021-08-06 00:00:00.0,VIENS E,VIENS Evelyne,CAN,FBL
1611,Gold Medal,1,2021-08-06 00:00:00.0,ZADORSKY S,ZADORSKY Shelina,CAN,FBL
1612,Silver Medal,2,2021-08-06 00:00:00.0,ILESTEDT A,ILESTEDT Amanda,SWE,FBL
1613,Silver Medal,2,2021-08-06 00:00:00.0,ANVEGARD A,ANVEGARD Anna,SWE,FBL
1614,Silver Medal,2,2021-08-06 00:00:00.0,SEGER C,SEGER Caroline,SWE,FBL
1615,Silver Medal,2,2021-08-06 00:00:00.0,KULLBERG E,KULLBERG Emma,SWE,FBL
1616,Silver Medal,2,2021-08-06 00:00:00.0,ANGELDAL F,ANGELDAL Filippa,SWE,FBL
1617,Silver Medal,2,2021-08-06 00:00:00.0,ROLFO F,ROLFO Fridolina,SWE,FBL
1618,Silver Medal,2,2021-08-06 00:00:00.0,BENNISON H,BENNISON Hanna,SWE,FBL
1619,Silver Medal,2,2021-08-06 00:00:00.0,GLAS H,GLAS Hanna,SWE,FBL
1620,Silver Medal,2,2021-08-06 00:00:00.0,LINDAHL H,LINDAHL Hedvig,SWE,FBL
1621,Silver Medal,2,2021-08-06 00:00:00.0,FALK J,FALK Jennifer,SWE,FBL
1622,Silver Medal,2,2021-08-06 00:00:00.0,ANDERSSON J,ANDERSSON Jonna,SWE,FBL
1623,Silver Medal,2,2021-08-06 00:00:00.0,RODDAR J,RODDAR Julia,SWE,FBL
1624,Silver Medal,2,2021-08-06 00:00:00.0,ASLLANI K,ASLLANI Kosovare,SWE,FBL
1625,Silver Medal,2,2021-08-06 00:00:00.0,HURTIG L,HURTIG Lina,SWE,FBL
1626,Silver Medal,2,2021-08-06 00:00:00.0,JANOGY M,JANOGY Madelen,SWE,FBL
1627,Silver Medal,2,2021-08-06 00:00:00.0,ERIKSSON M,ERIKSSON Magdalena,SWE,FBL
1628,Silver Medal,2,2021-08-06 00:00:00.0,BJORN N,BJORN Nathalie,SWE,FBL
1629,Silver Medal,2,2021-08-06 00:00:00.0,SCHOUGH O,SCHOUGH Olivia,SWE,FBL
1630,Silver Medal,2,2021-08-06 00:00:00.0,BLOMQVIST R,BLOMQVIST Rebecka,SWE,FBL
1631,Silver Medal,2,2021-08-06 00:00:00.0,JAKOBSSON S,JAKOBSSON Sofia,SWE,FBL
1632,Silver Medal,2,2021-08-06 00:00:00.0,BLACKSTENIUS S,BLACKSTENIUS Stina,SWE,FBL
1633,Silver Medal,2,2021-08-06 00:00:00.0,MUSOVIC Z,MUSOVIC Zecira,SWE,FBL
1634,Bronze Medal,3,2021-08-06 00:00:00.0,MORGAN A,MORGAN Alex,USA,FBL
1635,Bronze Medal,3,2021-08-06 00:00:00.0,DAHLKEMPER A,DAHLKEMPER Abby,USA,FBL
1636,Bronze Medal,3,2021-08-06 00:00:00.0,FRANCH A,FRANCH Adrianna,USA,FBL
1637,Bronze Medal,3,2021-08-06 00:00:00.0,NAEHER A,NAEHER Alyssa,USA,FBL
1638,Bronze Medal,3,2021-08-06 00:00:00.0,CAMPBELL J,CAMPBELL Jane,USA,FBL
1639,Bronze Medal,3,2021-08-06 00:00:00.0,LLOYD C,LLOYD Carli,USA,FBL
1640,Bronze Medal,3,2021-08-06 00:00:00.0,MACARIO C,MACARIO Catarina,USA,FBL
1641,Bronze Medal,3,2021-08-06 00:00:00.0,PRESS C,PRESS Christen,USA,FBL
1642,Bronze Medal,3,2021-08-06 00:00:00.0,KRUEGER C,KRUEGER Casey,USA,FBL
1643,Bronze Medal,3,2021-08-06 00:00:00.0,DUNN C,DUNN Crystal,USA,FBL
1644,Bronze Medal,3,2021-08-06 00:00:00.0,SONNETT E,SONNETT Emily,USA,FBL
1645,Bronze Medal,3,2021-08-06 00:00:00.0,ERTZ J,ERTZ Julie,USA,FBL
1646,Bronze Medal,3,2021-08-06 00:00:00.0,MEWIS K,MEWIS Kristie,USA,FBL
1647,Bronze Medal,3,2021-08-06 00:00:00.0,O'HARA K,O'HARA Kelley,USA,FBL
1648,Bronze Medal,3,2021-08-06 00:00:00.0,HORAN L,HORAN Lindsey,USA,FBL
1649,Bronze Medal,3,2021-08-06 00:00:00.0,WILLIAMS L,WILLIAMS Lynn,USA,FBL
1650,Bronze Medal,3,2021-08-06 00:00:00.0,RAPINOE M,RAPINOE Megan,USA,FBL
1651,Bronze Medal,3,2021-08-06 00:00:00.0,LAVELLE R,LAVELLE Rose,USA,FBL
1652,Bronze Medal,3,2021-08-06 00:00:00.0,SAUERBRUNN B,SAUERBRUNN Becky,USA,FBL
1653,Bronze Medal,3,2021-08-06 00:00:00.0,MEWIS S,MEWIS Samantha,USA,FBL
1654,Bronze Medal,3,2021-08-06 00:00:00.0,DAVIDSON T,DAVIDSON Tierna,USA,FBL
1655,Bronze Medal,3,2021-08-06 00:00:00.0,HEATH T,HEATH Tobin,USA,FBL
1656,Gold Medal,1,2021-08-06 00:00:00.0,MATLA F,MATLA Frederique,NED,HOC
1657,Gold Medal,1,2021-08-06 00:00:00.0,NUNNINK LM,NUNNINK Laura Maria,NED,HOC
1658,Gold Medal,1,2021-08-06 00:00:00.0,PHENINCKX M,PHENINCKX Malou,NED,HOC
1659,Gold Medal,1,2021-08-06 00:00:00.0,SANDERS P,SANDERS Pien,NED,HOC
1660,Gold Medal,1,2021-08-06 00:00:00.0,STAM LLJ,STAM Lauren Lara Jeanette,NED,HOC
1661,Gold Medal,1,2021-08-06 00:00:00.0,van GEFFEN M,van GEFFEN Margot,NED,HOC
1662,Gold Medal,1,2021-08-06 00:00:00.0,van MAASAKKER C,van MAASAKKER Caia Jacqueline,NED,HOC
1663,Gold Medal,1,2021-08-06 00:00:00.0,VERSCHOOR M,VERSCHOOR Maria,NED,HOC
1664,Gold Medal,1,2021-08-06 00:00:00.0,WELTEN LMM,WELTEN Lidewij Marsia Maria,NED,HOC
1665,Gold Medal,1,2021-08-06 00:00:00.0,ALBERS F,ALBERS Felice,NED,HOC
1666,Gold Medal,1,2021-08-06 00:00:00.0,de GOEDE E,de GOEDE Eva Roma Maria,NED,HOC
1667,Gold Medal,1,2021-08-06 00:00:00.0,de WAARD X,de WAARD Xan Gerdien,NED,HOC
1668,Gold Medal,1,2021-08-06 00:00:00.0,KEETELS MJM,KEETELS Marloes Johanna Maria,NED,HOC
1669,Gold Medal,1,2021-08-06 00:00:00.0,KONING J,KONING Josine,NED,HOC
1670,Gold Medal,1,2021-08-06 00:00:00.0,KOOLEN SAL,KOOLEN Sanne Anne Leonie,NED,HOC
1671,Gold Medal,1,2021-08-06 00:00:00.0,LEURINK L,LEURINK Laurien,NED,HOC
1672,Silver Medal,2,2021-08-06 00:00:00.0,SUCCI MB,SUCCI Maria Belen,ARG,HOC
1673,Silver Medal,2,2021-08-06 00:00:00.0,ALONSO A,ALONSO Agostina,ARG,HOC
1674,Silver Medal,2,2021-08-06 00:00:00.0,ALBERTARRIO A,ALBERTARRIO Agustina,ARG,HOC
1675,Silver Medal,2,2021-08-06 00:00:00.0,MERINO D,MERINO Delfina,ARG,HOC
1676,Silver Medal,2,2021-08-06 00:00:00.0,GRANATTO MJ,GRANATTO Maria Jose,ARG,HOC
1677,Silver Medal,2,2021-08-06 00:00:00.0,JANKUNAS J,JANKUNAS Julieta,ARG,HOC
1678,Silver Medal,2,2021-08-06 00:00:00.0,RETEGUI M,RETEGUI Micaela,ARG,HOC
1679,Silver Medal,2,2021-08-06 00:00:00.0,TOCCALINO S,TOCCALINO Sofia,ARG,HOC
1680,Silver Medal,2,2021-08-06 00:00:00.0,SAUZE VALDEZ V,SAUZE VALDEZ Victoria,ARG,HOC
1681,Silver Medal,2,2021-08-06 00:00:00.0,COSTA BIONDI VI,COSTA BIONDI Valentina Isabel,ARG,HOC
1682,Silver Medal,2,2021-08-06 00:00:00.0,GRANATTO MV,GRANATTO Maria Victoria,ARG,HOC
1683,Silver Medal,2,2021-08-06 00:00:00.0,TRINCHINETTI EM,TRINCHINETTI Eugenia Maria,ARG,HOC
1684,Silver Medal,2,2021-08-06 00:00:00.0,GORZELANY A,GORZELANY Agustina,ARG,HOC
1685,Silver Medal,2,2021-08-06 00:00:00.0,FORCHERIO ME,FORCHERIO Maria Emilia,ARG,HOC
1686,Silver Medal,2,2021-08-06 00:00:00.0,BARRIONUEVO MN,BARRIONUEVO Maria Noel,ARG,HOC
1687,Silver Medal,2,2021-08-06 00:00:00.0,SANCHEZ MOCCIA R,SANCHEZ MOCCIA Rocio,ARG,HOC
1688,Silver Medal,2,2021-08-06 00:00:00.0,MACCARI S,MACCARI Sofia,ARG,HOC
1689,Silver Medal,2,2021-08-06 00:00:00.0,RAPOSO RUIZ de los,RAPOSO RUIZ de los LLANOS Valentina,ARG,HOC
1690,Bronze Medal,3,2021-08-06 00:00:00.0,ANSLEY G,ANSLEY Giselle,GBR,HOC
1691,Bronze Medal,3,2021-08-06 00:00:00.0,BALSDON G,BALSDON Grace,GBR,HOC
1692,Bronze Medal,3,2021-08-06 00:00:00.0,CRACKLES FA,CRACKLES Fiona Anne,GBR,HOC
1693,Bronze Medal,3,2021-08-06 00:00:00.0,HINCH MC,HINCH Madeleine Claire,GBR,HOC
1694,Bronze Medal,3,2021-08-06 00:00:00.0,JONES SL,JONES Sarah Louise,GBR,HOC
1695,Bronze Medal,3,2021-08-06 00:00:00.0,MARTIN H,MARTIN Hannah,GBR,HOC
1696,Bronze Medal,3,2021-08-06 00:00:00.0,McCALLIN S,McCALLIN Shona,GBR,HOC
1697,Bronze Medal,3,2021-08-06 00:00:00.0,OWSLEY L,OWSLEY Lily,GBR,HOC
1698,Bronze Medal,3,2021-08-06 00:00:00.0,PEARNE-WEBB H,PEARNE-WEBB Hollie,GBR,HOC
1699,Bronze Medal,3,2021-08-06 00:00:00.0,PETTER I,PETTER Isabelle,GBR,HOC
1700,Bronze Medal,3,2021-08-06 00:00:00.0,RAYER ES,RAYER Elena Sian,GBR,HOC
1701,Bronze Medal,3,2021-08-06 00:00:00.0,ROBERTSON S,ROBERTSON Sarah,GBR,HOC
1702,Bronze Medal,3,2021-08-06 00:00:00.0,TOMAN AF,TOMAN Anna-Frances,GBR,HOC
1703,Bronze Medal,3,2021-08-06 00:00:00.0,TOWNSEND S,TOWNSEND Susannah,GBR,HOC
1704,Bronze Medal,3,2021-08-06 00:00:00.0,UNSWORTH L,UNSWORTH Laura,GBR,HOC
1705,Bronze Medal,3,2021-08-06 00:00:00.0,WILKINSON LJ,WILKINSON Leah Julia,GBR,HOC
1706,Gold Medal,1,2021-08-06 00:00:00.0,KIYUNA R,KIYUNA Ryo,JPN,KTE
1707,Silver Medal,2,2021-08-06 00:00:00.0,QUINTERO D,QUINTERO Damian,ESP,KTE
1708,Bronze Medal,3,2021-08-06 00:00:00.0,SOFUOGLU A,SOFUOGLU Ali,TUR,KTE
1709,Bronze Medal,3,2021-08-06 00:00:00.0,TORRES GUTIERREZ A,TORRES GUTIERREZ Ariel,USA,KTE
1710,Gold Medal,1,2021-08-06 00:00:00.0,BUSA L,BUSA Luigi,ITA,KTE
1711,Silver Medal,2,2021-08-06 00:00:00.0,AGHAYEV R,AGHAYEV Rafael,AZE,KTE
1712,Bronze Medal,3,2021-08-06 00:00:00.0,HARSPATAKI KG,HARSPATAKI Karoly Gabor,HUN,KTE
1713,Bronze Medal,3,2021-08-06 00:00:00.0,HORUNA S,HORUNA Stanislav,UKR,KTE
1714,Gold Medal,1,2021-08-06 00:00:00.0,PREKOVIC J,PREKOVIC Jovana,SRB,KTE
1715,Silver Medal,2,2021-08-06 00:00:00.0,YIN X,YIN Xiaoyan,CHN,KTE
1716,Bronze Medal,3,2021-08-06 00:00:00.0,LOTFY G,LOTFY Giana,EGY,KTE
1717,Bronze Medal,3,2021-08-06 00:00:00.0,COBAN M,COBAN Merve,TUR,KTE
1718,Gold Medal,1,2021-08-06 00:00:00.0,FRENCH K,FRENCH Kate,GBR,MPN
1719,Silver Medal,2,2021-08-06 00:00:00.0,ASADAUSKAITE L,ASADAUSKAITE Laura,LTU,MPN
1720,Bronze Medal,3,2021-08-06 00:00:00.0,KOVACS S,KOVACS Sarolta,HUN,MPN
1721,Gold Medal,1,2021-08-06 00:00:00.0,GARNBRET J,GARNBRET Janja,SLO,CLB
1722,Silver Medal,2,2021-08-06 00:00:00.0,NONAKA M,NONAKA Miho,JPN,CLB
1723,Bronze Medal,3,2021-08-06 00:00:00.0,NOGUCHI A,NOGUCHI Akiyo,JPN,CLB
1724,Gold Medal,1,2021-08-06 00:00:00.0,MA L,MA Long,CHN,TTE
1725,Gold Medal,1,2021-08-06 00:00:00.0,XU X,XU Xin,CHN,TTE
1726,Gold Medal,1,2021-08-06 00:00:00.0,FAN Z,FAN Zhendong,CHN,TTE
1727,Silver Medal,2,2021-08-06 00:00:00.0,OVTCHAROV D,OVTCHAROV Dimitrij,GER,TTE
1728,Silver Medal,2,2021-08-06 00:00:00.0,BOLL T,BOLL Timo,GER,TTE
1729,Silver Medal,2,2021-08-06 00:00:00.0,FRANZISKA P,FRANZISKA Patrick,GER,TTE
1730,Bronze Medal,3,2021-08-06 00:00:00.0,NIWA K,NIWA Koki,JPN,TTE
1731,Bronze Medal,3,2021-08-06 00:00:00.0,HARIMOTO T,HARIMOTO Tomokazu,JPN,TTE
1732,Bronze Medal,3,2021-08-06 00:00:00.0,MIZUTANI J,MIZUTANI Jun,JPN,TTE
1733,Gold Medal,1,2021-08-06 00:00:00.0,STEVESON GD,STEVESON Gable Dan,USA,WRE
1734,Silver Medal,2,2021-08-06 00:00:00.0,PETRIASHVILI G,PETRIASHVILI Geno,GEO,WRE
1735,Bronze Medal,3,2021-08-06 00:00:00.0,ZARE AH,ZARE Amir Hossein,IRI,WRE
1736,Bronze Medal,3,2021-08-06 00:00:00.0,AKGUL T,AKGUL Taha,TUR,WRE
1737,Gold Medal,1,2021-08-06 00:00:00.0,SIDAKOV Z,SIDAKOV Zaurbek,ROC,WRE
1738,Silver Medal,2,2021-08-06 00:00:00.0,KADZIMAHAMEDAU M,KADZIMAHAMEDAU Mahamedkhabib,BLR,WRE
1739,Bronze Medal,3,2021-08-06 00:00:00.0,DAKE KD,DAKE Kyle Douglas,USA,WRE
1740,Bronze Medal,3,2021-08-06 00:00:00.0,ABDURAKHMONOV B,ABDURAKHMONOV Bekzod,UZB,WRE
1741,Gold Medal,1,2021-08-06 00:00:00.0,MUKAIDA M,MUKAIDA Mayu,JPN,WRE
1742,Silver Medal,2,2021-08-06 00:00:00.0,PANG Q,PANG Qianyu,CHN,WRE
1743,Bronze Medal,3,2021-08-06 00:00:00.0,KALADZINSKAYA V,KALADZINSKAYA Vanesa,BLR,WRE
1744,Bronze Medal,3,2021-08-06 00:00:00.0,BAT OCHIR B,BAT OCHIR Bolortuya,MGL,WRE
1745,Gold Medal,1,2021-08-07 00:00:00.0,ROMASHINA S,ROMASHINA Svetlana,ROC,SWA
1746,Gold Medal,1,2021-08-07 00:00:00.0,KOLESNICHENKO S,KOLESNICHENKO Svetlana,ROC,SWA
1747,Gold Medal,1,2021-08-07 00:00:00.0,PATSKEVICH A,PATSKEVICH Aleksandra,ROC,SWA
1748,Gold Medal,1,2021-08-07 00:00:00.0,SHISHKINA A,SHISHKINA Alla,ROC,SWA
1749,Gold Medal,1,2021-08-07 00:00:00.0,CHIGIREVA V,CHIGIREVA Vlada,ROC,SWA
1750,Gold Medal,1,2021-08-07 00:00:00.0,GOLIADKINA M,GOLIADKINA Marina,ROC,SWA
1751,Gold Medal,1,2021-08-07 00:00:00.0,KOMAR P,KOMAR Polina,ROC,SWA
1752,Gold Medal,1,2021-08-07 00:00:00.0,SHUROCHKINA M,SHUROCHKINA Maria,ROC,SWA
1753,Silver Medal,2,2021-08-07 00:00:00.0,SUN W,SUN Wenyan,CHN,SWA
1754,Silver Medal,2,2021-08-07 00:00:00.0,FENG Y,FENG Yu,CHN,SWA
1755,Silver Medal,2,2021-08-07 00:00:00.0,HUANG X,HUANG Xuechen,CHN,SWA
1756,Silver Medal,2,2021-08-07 00:00:00.0,GUO L,GUO Li,CHN,SWA
1757,Silver Medal,2,2021-08-07 00:00:00.0,LIANG X,LIANG Xinping,CHN,SWA
1758,Silver Medal,2,2021-08-07 00:00:00.0,YIN C,YIN Chengxin,CHN,SWA
1759,Silver Medal,2,2021-08-07 00:00:00.0,XIAO Y,XIAO Yanning,CHN,SWA
1760,Silver Medal,2,2021-08-07 00:00:00.0,WANG Q,WANG Qianyi,CHN,SWA
1761,Bronze Medal,3,2021-08-07 00:00:00.0,FIEDINA M,FIEDINA Marta,UKR,SWA
1762,Bronze Medal,3,2021-08-07 00:00:00.0,YAKHNO Y,YAKHNO Yelyzaveta,UKR,SWA
1763,Bronze Medal,3,2021-08-07 00:00:00.0,ALEKSIIVA V,ALEKSIIVA Vladyslava,UKR,SWA
1764,Bronze Medal,3,2021-08-07 00:00:00.0,ALEKSIIVA M,ALEKSIIVA Maryna,UKR,SWA
1765,Bronze Medal,3,2021-08-07 00:00:00.0,REZNIK K,REZNIK Kateryna,UKR,SWA
1766,Bronze Medal,3,2021-08-07 00:00:00.0,SHYNKARENKO A,SHYNKARENKO Alina,UKR,SWA
1767,Bronze Medal,3,2021-08-07 00:00:00.0,SYDORENKO K,SYDORENKO Kseniya,UKR,SWA
1768,Bronze Medal,3,2021-08-07 00:00:00.0,SAVCHUK A,SAVCHUK Anastasiya,UKR,SWA
1769,Gold Medal,1,2021-08-07 00:00:00.0,INGEBRIGTSEN J,INGEBRIGTSEN Jakob,NOR,ATH
1770,Silver Medal,2,2021-08-07 00:00:00.0,CHERUIYOT T,CHERUIYOT Timothy,KEN,ATH
1771,Bronze Medal,3,2021-08-07 00:00:00.0,KERR J,KERR Josh,GBR,ATH
1772,Gold Medal,1,2021-08-07 00:00:00.0,ROSS R,ROSS Randolph,USA,ATH
1773,Gold Medal,1,2021-08-07 00:00:00.0,BENJAMIN R,BENJAMIN Rai,USA,ATH
1774,Gold Medal,1,2021-08-07 00:00:00.0,STEWART T,STEWART Trevor,USA,ATH
1775,Gold Medal,1,2021-08-07 00:00:00.0,NORWOOD V,NORWOOD Vernon,USA,ATH
1776,Gold Medal,1,2021-08-07 00:00:00.0,DEADMON B,DEADMON Bryce,USA,ATH
1777,Gold Medal,1,2021-08-07 00:00:00.0,CHERRY M,CHERRY Michael,USA,ATH
1778,Gold Medal,1,2021-08-07 00:00:00.0,NORMAN M,NORMAN Michael,USA,ATH
1779,Silver Medal,2,2021-08-07 00:00:00.0,van DIEPEN T,van DIEPEN Tony,NED,ATH
1780,Silver Medal,2,2021-08-07 00:00:00.0,AGARD T,AGARD Terrence,NED,ATH
1781,Silver Medal,2,2021-08-07 00:00:00.0,ANGELA R,ANGELA Ramsey,NED,ATH
1782,Silver Medal,2,2021-08-07 00:00:00.0,BONEVACIA L,BONEVACIA Liemarvin,NED,ATH
1783,Silver Medal,2,2021-08-07 00:00:00.0,DOBBER J,DOBBER Jochem,NED,ATH
1784,Bronze Medal,3,2021-08-07 00:00:00.0,MAKWALA I,MAKWALA Isaac,BOT,ATH
1785,Bronze Medal,3,2021-08-07 00:00:00.0,NGOZI Z,NGOZI Zibane,BOT,ATH
1786,Bronze Medal,3,2021-08-07 00:00:00.0,THEBE B,THEBE Baboloki,BOT,ATH
1787,Bronze Medal,3,2021-08-07 00:00:00.0,NDORI B,NDORI Bayapo,BOT,ATH
1788,Gold Medal,1,2021-08-07 00:00:00.0,CHOPRA N,CHOPRA Neeraj,IND,ATH
1789,Silver Medal,2,2021-08-07 00:00:00.0,VADLEJCH J,VADLEJCH Jakub,CZE,ATH
1790,Bronze Medal,3,2021-08-07 00:00:00.0,VESELY V,VESELY Vitezslav,CZE,ATH
1791,Gold Medal,1,2021-08-07 00:00:00.0,HASSAN S,HASSAN Sifan,NED,ATH
1792,Silver Medal,2,2021-08-07 00:00:00.0,GEZAHEGNE K,GEZAHEGNE Kalkidan,BRN,ATH
1793,Bronze Medal,3,2021-08-07 00:00:00.0,GIDEY L,GIDEY Letesenbet,ETH,ATH
1794,Gold Medal,1,2021-08-07 00:00:00.0,WHITNEY K,WHITNEY Kaylin,USA,ATH
1795,Gold Medal,1,2021-08-07 00:00:00.0,ELLIS K,ELLIS Kendall,USA,ATH
1796,Gold Medal,1,2021-08-07 00:00:00.0,MUHAMMAD D,MUHAMMAD Dalilah,USA,ATH
1797,Gold Medal,1,2021-08-07 00:00:00.0,McLAUGHLIN S,McLAUGHLIN Sydney,USA,ATH
1798,Gold Medal,1,2021-08-07 00:00:00.0,IRBY L,IRBY Lynna,USA,ATH
1799,Gold Medal,1,2021-08-07 00:00:00.0,JONATHAS W,JONATHAS Wadeline,USA,ATH
1800,Gold Medal,1,2021-08-07 00:00:00.0,MU A,MU Athing,USA,ATH
1801,Gold Medal,1,2021-08-07 00:00:00.0,FELIX A,FELIX Allyson,USA,ATH
1802,Silver Medal,2,2021-08-07 00:00:00.0,HOLUB-KOWALIK M,HOLUB-KOWALIK Malgorzata,POL,ATH
1803,Silver Medal,2,2021-08-07 00:00:00.0,KIELBASINSKA A,KIELBASINSKA Anna,POL,ATH
1804,Silver Medal,2,2021-08-07 00:00:00.0,SWIETY-ERSETIC J,SWIETY-ERSETIC Justyna,POL,ATH
1805,Silver Medal,2,2021-08-07 00:00:00.0,BAUMGART-WITAN I,BAUMGART-WITAN Iga,POL,ATH
1806,Silver Medal,2,2021-08-07 00:00:00.0,KACZMAREK N,KACZMAREK Natalia,POL,ATH
1807,Bronze Medal,3,2021-08-07 00:00:00.0,BROMFIELD J,BROMFIELD Junelle,JAM,ATH
1808,Bronze Medal,3,2021-08-07 00:00:00.0,JACKSON S,JACKSON Shericka,JAM,ATH
1809,Bronze Medal,3,2021-08-07 00:00:00.0,RUSSELL J,RUSSELL Janieve,JAM,ATH
1810,Bronze Medal,3,2021-08-07 00:00:00.0,WILLIAMS SA,WILLIAMS Stacey Ann,JAM,ATH
1811,Bronze Medal,3,2021-08-07 00:00:00.0,McGREGOR R,McGREGOR Roneisha,JAM,ATH
1812,Bronze Medal,3,2021-08-07 00:00:00.0,McLEOD C,McLEOD Candice,JAM,ATH
1813,Gold Medal,1,2021-08-07 00:00:00.0,LASITSKENE M,LASITSKENE Mariya,ROC,ATH
1814,Silver Medal,2,2021-08-07 00:00:00.0,McDERMOTT N,McDERMOTT Nicola,AUS,ATH
1815,Bronze Medal,3,2021-08-07 00:00:00.0,MAHUCHIKH Y,MAHUCHIKH Yaroslava,UKR,ATH
1816,Gold Medal,1,2021-08-07 00:00:00.0,JEPCHIRCHIR P,JEPCHIRCHIR Peres,KEN,ATH
1817,Silver Medal,2,2021-08-07 00:00:00.0,KOSGEI B,KOSGEI Brigid,KEN,ATH
